id,sci_text
855,"a para-nitrophenol phosphonate probe labels distinct serine hydrolases of arabidopsis. activity-based protein profiling represents a powerful methodology to probe the activity state of enzymes under various physiological conditions. here we present the development of a para-nitrophenol phosphonate activity-based probe with structural similarities to the potent agrochemical paraoxon. we demonstrate that this probes labels distinct serine hydrolases with the carboxylesterase cxe12 as the predominant target in arabidopsis thaliana. the designed probe features a distinct labeling pattern and therefore represents a promising chemical tool to investigate physiological roles of selected serine hydrolases such as cxe12 in plant biology. (c) 2011 elsevier ltd. all rights reserved. 
"
856,"submaximal ppar gamma activation and endothelial dysfunction: new perspectives for the management of cardiovascular disorders. ppar? activation plays an important role in glucose metabolism by enhancing insulin sensitization. ppar? is a primary target for thiazolidinedione-structured insulin sensitizers like pioglitazone and rosiglitazone employed for the treatment of type 2 diabetes mellitus. additionally, ppar? activation inhibits adhesion cascades and detrimental vascular inflammatory events. importantly, activation of ppar? plays a distinctive role in regulating the physiology and expression of endothelial nitric oxide synthase (enos) in the endothelium, resulting in enhanced generation of vascular nitric oxide. the ppar? activation-mediated vascular anti-inflammatory and direct endothelial functional regulatory actions could, therefore, be beneficial in improving the vascular function in patients with atherosclerosis and hypertension with or without diabetes mellitus. despite the disappointing cardiac side effect profile of rosiglitazone-like ppar? full agonists, the therapeutic potential of novel pharmacological agents targeting ppar? submaximally cannot be ruled out. this review discusses the potential regulatory role of ppar? on enos expression and activation in improving the function of vascular endothelium. we argue that partial/submaximal activation of ppar? could be a major target for vascular endothelial functional improvement. interestingly, newly synthesized partial agonists of ppar? such as balaglitazone, mbx-102, mk-0533, par-1622, pam-1616, kr-62776 and sppar?m5 are devoid of or have a reduced tendency to cause the adverse effects associated with full agonists of ppar?. we propose that the vascular protective properties of pharmacological agents, which submaximally activate ppar?, should be investigated. moreover, the therapeutic opportunities of agents that submaximally activate ppar? in preventing vascular endothelial dysfunction (ved) and ved-associated cardiovascular disorders are discussed. 
"
858,"an empirical study on the relationships between functional performance measure and task performance measure in npp mcr. in many industrial settings such as chemical plants and electrical power generating plants, operator performance measures have been used for multi-objectives such as control room design, human system interface evaluation, training and procedures. because of multiple uses of performance measures, many methods and criteria for measuring human performance have been developed. among these methods, functional performance measures and task performance measures are well known and widely used to measure human performance. although these two methods are used independently for many industries, and most studies related to operators' performance use one of these measures, there has been no research to directly identify the relationships between the two measures. 
 in this paper, task performance and functional performance measures are compared and investigated in terms of whether they have any relationships under the same interfacing system loss of coolant accident (isloca) scenario considered in the experiment. furthermore, to gain realistic results, these two performance measures are applied to nuclear power plant main control room (npp mcr) operators to measure their performances in a full-scope simulator. finally, a regression line plotting the relation between task and functional performance score and the correlation of the two performance measures are investigated. (c) 2011 elsevier ltd. all rights reserved. 
"
860,"perinatal infections caused by streptococcus agalactiae. streptococcus agalactiae are gram-positive beta-haemolytic bacteria belonging to group b streptococci (gbs), according to rebecca lancefield's classification. they are commensals that colonize the distal parts of gastrointestinal, urinary, and genital tracts of healthy people. an increasing level of the pregnant women colonization by gbs was noted in the last decade. this raises a really high concern over the risk of severe perinatal infections among newborns since gbs are easily transmitted from mother being a s. agalactiae carrier to her child during delivery. pneumonia, meningitis, bacteraemia, and sepsis are the most serious consequences of gbs infections in newborns. moreover, the mortality rate among neonates infected with s. agalactiae reaches 20%. the microbiological screening for the gbs carriage among women being in 35-37 weeks of pregnancy are obligatory in poland, starting from april, the 8th, 2011. this paper is a review of current knowledge about gbs pathogenicity and epidemiology. the issues concerning the diagnostics of s. agalactiae carriage among pregnant women and the perinatal antibiotic prophylaxis are also presented. 
"
862,"selective pulmonary artery perfusion with melphalan is equal to isolated lung perfusion but superior to intravenous melphalan for the treatment of sarcoma lung metastases in a rodent model. isolated lung perfusion (ilup) and selective pulmonary artery perfusion (spap) are experimental surgical techniques to deliver high-dose chemotherapy selectively to the lung for the treatment of lung metastases. ilup with melphalan (mn) has shown to be feasible in clinical studies but can only be used once because it is invasive. spap as an endovascular technique can be repeated several times, but no results have been reported so far. pharmacokinetics and efficacy of spap with mn were studied in a rodent lung metastasis model and compared it with ilup and intravenous (iv) therapy. 
 pharmacokinetics: forthy-five wag-rij rats were randomized into three groups: iv 0.5 mg mn, ilup 0.5 mg mn and spap 0.5 mg mn. every treatment group was again randomized in three groups: 15 min treatment, 30 min treatment and 30 min treatment with 30 min reperfusion. blood and tissue samples were taken for mn concentrations. efficacy: twenty-five wag-rij rats were randomized into five groups: control, sham thoracotomy, iv 0.5 mg mn, ilup 0.5 mg mn and spap 0.5 mg mn. at day 0, bilateral lung metastases were induced, and treatment followed at day 7. at day 28, rats were sacrificed and pulmonary metastases counted. survival: thirty wag-rij rats were randomized into five groups: control, sham ilup, iv 0.5 mg mn, ilup 0.5 mg mn, spap 0.5 mg mn. at day 0, left-sided lungmetastases were induced with treatment at day 7. endpoints were death due to disease or survival up to 90 days. 
 pharmacokinetics: spap and ilup resulted in significantly higher left lung mn concentrations compared with iv (p = 0.05). efficacy: spap (30 +/- 22 nodules) and ilup (20 +/- 9 nodules) resulted in significantly less nodules compared with iv (113 +/- 17 nodules; p &lt; 0.01). survival: median survival of spap (74 +/- 8 days) was equal to ilup mn (71 +/- 10 days) but significantly longer compared with iv (54 +/- 7 days; p &lt; 0.01 both). 
 spap with mn for the treatment of sarcoma lung metastases in rats is equally effective to ilup but resulted in a significantly better survival compared with iv mn. as spap can be applied as a minimally invasive endovascular procedure, continued research with this technique is warranted. 
"
863,"theoretical study on the ground state structure of uranofullerene u@c-82. despite its experimental characterization, the detailed geometry and electronic structure of actinide metallofullerene u@c-82 have been rarely studied. we predict that c-#5(82) and c-#8(82) are the best cages for the encapsulation of monovalent and tetravalent u (i.e., u+ and u4+), respectively; while c-#9(82) is the best cage for divalent, trivalent, pentavalent, and hexavalent u cations (i.e., u2+, u3+, u5+, and u6+). u@c-#9(82) is the thermodynamically most stable one among all the isomers and thus corresponds to the most experimentally isolable isomer of u@c-82. the calculated spin density explicitly suggests that the endohedral metallofullerene u@c-#9(82) is a trivalent ion-pair with an electronic configuration of u3+@c-82(3-). the proposed geometry and electronic structure of u3+@c-#9(82)3- are in good agreement with the experimental observation. 
"
864,"clinical application of exome sequencing in undiagnosed genetic conditions. background there is considerable interest in the use of next-generation sequencing to help diagnose unidentified genetic conditions, but it is difficult to predict the success rate in a clinical setting that includes patients with a broad range of phenotypic presentations. 
 methods the authors present a pilot programme of whole-exome sequencing on 12 patients with unexplained and apparent genetic conditions, along with their unaffected parents. unlike many previous studies, the authors did not seek patients with similar phenotypes, but rather enrolled any undiagnosed proband with an apparent genetic condition when predetermined criteria were met. 
 results this undertaking resulted in a likely genetic diagnosis in 6 of the 12 probands, including the identification of apparently causal mutations in four genes known to cause mendelian disease (tcf4, eftud2, scn2a and smad4) and one gene related to known mendelian disease genes (ngly1). of particular interest is that at the time of this study, eftud2 was not yet known as a mendelian disease gene but was nominated as a likely cause based on the observation of de novo mutations in two unrelated probands. in a seventh case with multiple disparate clinical features, the authors were able to identify homozygous mutations in efemp1 as a likely cause for macular degeneration (though likely not for other features). 
 conclusions this study provides evidence that next-generation sequencing can have high success rates in a clinical setting, but also highlights key challenges. it further suggests that the presentation of known mendelian conditions may be considerably broader than currently recognised. 
"
865,"neutrophil cerebrovascular transmigration triggers rapid neurotoxicity through release of proteases associated with decondensed dna. cerebrovascular inflammation contributes to diverse cns disorders through mechanisms that are incompletely understood. the recruitment of neutrophils to the brain can contribute to neurotoxicity, particularly during acute brain injuries, such as cerebral ischemia, trauma, and seizures. however, the regulatory and effector mechanisms that underlie neutrophil-mediated neurotoxicity are poorly understood. in this study, we show that mouse neutrophils are not inherently toxic to neurons but that transendothelial migration across il-1-stimulated brain endothelium triggers neutrophils to acquire a neurotoxic phenotype that causes the rapid death of cultured neurons. neurotoxicity was induced by the addition of transmigrated neutrophils or conditioned medium, taken from transmigrated neutrophils, to neurons and was partially mediated by excitotoxic mechanisms and soluble proteins. transmigrated neutrophils also released decondensed dna associated with proteases, which are known as neutrophil extracellular traps. the blockade of histone-dna complexes attenuated transmigrated neutrophil-induced neuronal death, whereas the inhibition of key neutrophil proteases in the presence of transmigrated neutrophils rescued neuronal viability. we also show that neutrophil recruitment in the brain is il-1 dependent, and release of proteases and decondensed dna from recruited neutrophils in the brain occurs in several in vivo experimental models of neuroinflammation. these data reveal new regulatory and effector mechanisms of neutrophil-mediated neurotoxicity (i.e., the release of proteases and decondensed dna triggered by phenotypic transformation during cerebrovascular transmigration). such mechanisms have important implications for neuroinflammatory disorders, notably in the development of antileukocyte therapies. the journal of immunology, 2012, 189: 381-392. 
"
866,"lateral order in gel, subgel and crystalline phases of lipid membranes: wide-angle x-ray scattering. the chain packing in ordered phases of lipid bilayers can be classified according to wide-angle x-ray diffraction (waxs). for triclinic (t(parallel to)) and monoclinic (m(parallel to)) packing in crystalline l(c) phases, the wide-angle reflections index on an oblique lattice with spacings s(10) not equal s(01) not equal s(11), and each chain has four nearest neighbours. for orthorhombic (o(perpendicular to))) packing in l(c), phases, and the rotationally symmetric equivalent in metastable low-temperature l(beta) phases (ml(beta)), the wide-angle reflections index on a centred rectangular lattice with spacings s(20) &lt; s(11), and each chain has four nearest neighbours. for distorted hexagonal packing in the l(c') subgel, and in l(beta'), gel phases and the metastable low-temperature equivalent (ml(beta')), the wide-angle reflections index on a centred rectangular lattice with spacings s(20) &gt; s(11), and each chain has two nearest neighbours. for hexagonal packing in the l(beta), p(beta') and interdigitatecl l(beta)', gel phases, the wide-angle reflections index on a centred rectangular lattice with spacings s(20) = s(11), and each chain has six nearest neighbours. the available waxs database for phospholipid and glycolipid bilayers is classified here according to the above scheme, by using well-established examples to assign the wide-angle reflections. the nearest and next-nearest neighbour chain-chain spacings, a(ch), and b(ch), and the cross-sectional area per chain, a(ch), are calculated for each phase of each lipid. these parameters determine many of the properties of the ordered lipid phases and, together with the chain tilt, specify the area occupied by the lipid head groups at the surface of the bilayer. (c) 2011 elsevier ireland ltd. all rights reserved. 
"
868,"effectiveness of the hawk pedestrian crossing treatment. tucson, az, usa, developed the high-intensity activated crosswalk (hawk) to assist in pedestrian crossings, especially at major arterials with minor street intersections. this paper summarizes the findings from two recent research studies that examined the effectiveness of the hawk. the motorist-yielding results for five hawk locations are 94 to 100 percent for staged pedestrians and 98 to 100 percent for general population. 
"
869,"parametric identification of the dahl model for large scale mr dampers. magnetorheological (mr) dampers are promising control devices in civil engineering structures as they combine reliability and stability of passive systems while maintaining versatility of active devices without large power requirements. these dampers are intrinsically nonlinear, so one of the challenging aspects of applying this technology is the development of accurate models to describe their behaviour for control design and evaluation purposes. this paper deals with the parametric identification of three large-scale mr dampers which are modelled using the viscous + dahl model. experimental results show reasonably good agreement with the forces predicted by the identified models. copyright (c)(c) 2011 john wiley &amp; sons, ltd. 
"
870,"canonical and atypical e2fs regulate the mammalian endocycle. the endocycle is a variant cell cycle consisting of successive dna synthesis and gap phases that yield highly polyploid cells. although essential formetazoan development, relatively little is known about its control or physiologic role in mammals. using lineage-specific cre mice we identified two opposing arms of the e2f program, one driven by canonical transcription activation (e2f1, e2f2 and e2f3) and the other by atypical repression (e2f7 and e2f8), that converge on the regulation of endocycles in vivo. ablation of canonical activators in the two endocycling tissues of mammals, trophoblast giant cells in the placenta and hepatocytes in the liver, augmented genome ploidy, whereas ablation of atypical repressors diminished ploidy. these two antagonistic arms coordinate the expression of a unique g2/m transcriptional program that is critical for mitosis, karyokinesis and cytokinesis. these results provide in vivo evidence for a direct role of e2f family members in regulating non-traditional cell cycles in mammals. 
"
872,"identification of new autoantigens by protein array indicates a role for il4 neutralization in autoimmune hepatitis. autoimmune hepatitis (aih) is an unresolving inflammation of the liver of unknown cause. diagnosis requires the exclusion of other conditions and the presence of characteristic features such as specific autoantibodies. presently, these autoantibodies have relatively low sensitivity and specificity and are identified via immunostaining of cells or tissues; therefore, there is a diagnostic need for better and easy-to-assess markers. to identify new aih-specific autoantigens, we developed a protein microarray comprising 1626 human recombinant proteins, selected in silico for being secreted or membrane associated. we screened sera from aih patients on this microarray and compared the reactivity with that of sera from healthy donors and patients with chronic viral hepatitis c. we identified six human proteins that are specifically recognized by aih sera. serum reactivity to a combination of four of these autoantigens allows identification of aih patients with high sensitivity (82%) and specificity (92%). of the six autoantigens, the interleukin-4 (il4) receptor fibronectin type iii domain of the il4 receptor (cd124), which is expressed on the surface of both lymphocytes and hepatocytes, showed the highest individual sensitivity and specificity for aih. remarkably, patients' sera inhibited stat6 phosphorylation induced by il4 binding to cd124, demonstrating that these autoantibodies are functional and suggesting that il4 neutralization has a pathogenetic role in aih. molecular &amp; cellular proteomics 11: 10.1074/mcp.m112.018713, 1885-1897, 2012. 
"
874,"substantial genetic divergence between morphologically indistinguishable populations of fasciola suggests the possibility of cryptic speciation. the liver flukes, fasciola hepatica and fasciola gigantica, are considered to be sister species and between them present a major threat worldwide to livestock production. in this study sequence data have been employed from informative regions of the nuclear and mitochondrial genomes of over 200 morphologically f. hepatica-like or f. gigantica-like flukes from europe, sub-saharan africa and south asia to assess genetic diversity. evidence is presented for the existence of four well-separated clades: african gigantica-like flukes, indian gigantica-like flukes. european hepatica-like flukes and african high-altitude hepatica-like flukes. application of the biological species concept to trematodes is problematic: however, the degree of separation between these groups was sufficient for them to be considered as distinct species using the four times rule for speciation. (c) 2012 australian society for parasitology inc. published by elsevier ltd. all rights reserved. 
"
875,"comparison of diclofenac sodium with indomethacin suppositories for mediolateral episiotomies. objective: the study was carried out to compare the analgesic effect of diclofenac sodium and indomethacin suppositories for management of right mediolateral episiotomy repair. method: a total of 70 patients who gave birth vaginally with right mediolateral episitomy were randomly assigned to receive 100 mg diclofenac sodium suppositories/day (g1, n = 35) or 100 mg indomethacin supposotories/day (g2, n = 35) after episiotomy repair and postpartum for three days. pain ratings were recorded before, the first hour and 24 hours after medication. the verbal rating scale (vrs) and visual analog scale (vas) were used for pain recording. the independent t test, mann-whitney u and wilcoxon rank test were used for statistical analysis and spearman correlation analysis was used for comparison between vrs and vas. results: diclofenac sodium was a more effective analgesic than indomethacin suppositories for right mediolateral episiotomy pain. for g1 the first hour vrs was 2.6 +/- 0.5 points and vas 4.9 +/- 0.8 points; for g2 the first hour vrs was 3.4 +/- 0.6 points vas 6.6 +/- 1.2 points; this difference was statistically significant (p &lt; 0.05, mann-whitney u test). for g1 at the 24th hour vrs was 1.2 +/- 0.4 points and vas 2.4 +/- 0.9 points; for g2 at the 24th hour vrs was 2 +/- 0.7 points and vas was 3.4 +/- 1.3 points; the difference was statistically significant (p &lt; 0.05, mann-whitney u test). the first and 24th hour pain scores (vas1-vas24, vrs1-vrs24) were decreased dramatically for both groups (p &lt; 0.05, wilcoxon rank test). a positive correlation was obtained between the first and 24th hour vrs and vas by spearman correlation analysis (r(s) = 0.9, n = 70, p = 0.000). conclusion: the two analgesics were effective after episiotomy repair, however diclofenac sodium suppositories may be the preferred choice because they were more effective. 
"
877,"improvement of the performance of a classical matched filter by an independent component analysis preprocessing. current gravitational wave searches for compact binaries coalescence are done using a bank of templates (matched filters) on each running detector. given a network of interferometers, we propose to use a denoising strategy based on an independent component analysis which considers two interferometers at a time and then to use a standard matched filter on the processed data. we show that this method allows to lower the level of noise and increases the signal-to-nose ratio at the output of the matched filter. 
"
878,"prophylaxis and management of atrial fibrillation after general thoracic surgery. atrial fibrillation (af) commonly affects patients after general thoracic surgery. postoperative af increases hospital stay and charges. effective prophylaxis and treatment is the goal. calcium channel blockers prevent postoperative af. beta blockers are a less viable choice. amiodarone prophylaxis should be avoided in patients with pulmonary dysfunction or who require pneumonectomy. in management of af, a brief trial of rate-control agents is appropriate; however, chemical cardioversion with rhythm-control agents should be instituted after 24 hours. high-risk patients with history of stroke or transient ischemic attack, or with two or more risk factors for thromboembolism should receive anticoagulation therapy. 
"
879,"sensitivity to biases of case-control studies on medical procedures, particularly surgery and blood transfusion, and risk of creutzfeldt-jakob disease. background: evidence of risk of creutzfeldt-jakob disease (cjd) associated with medical procedures, including surgery and blood transfusion, is limited by susceptibility to bias in epidemiological studies. methods: sensitivity to bias was explored using a central-birth-cohort model using data from 18 case-control studies obtained after a review of 494 reports on medical procedures and risk of cjd, systematic for the period january 1, 1989 to december 31, 2011. results: the validity of the findings in these studies may have been undermined by: recall; control selection; exposure assessment in life-time periods of different duration, out of time-at-risk of effect, or asymmetry in case/control data; and confounding by concomitant blood transfusion at the time of surgery. for sporadic cjd (scjd), a history of surgery or blood transfusion was associated with risk in some, but not all, recent studies at a &gt;= 10 year lag time, when controls were longitudinally sampled. space-time aggregation of surgical events was not seen. surgery at early clinical onset might be overrepresented among cases. neither surgical history nor blood transfusion unlabelled for donor status, dental treatments or endoscopic examinations were linked to variant cjd (vcjd). conclusions: these results indicate the need for further research. common challenges within these studies include access to and content of past medical/dental treatment records for diseases with long incubation periods. copyright (c) 2012 s. karger ag, basel 
"
880,"differential performance and parasitism of caterpillars on maize inbred lines with distinctly different herbivore-induced volatile emissions. plant volatiles induced by insect feeding are known to attract natural enemies of the herbivores. six maize inbred lines that showed distinctly different patterns of volatile emission in laboratory assays were planted in randomized plots in the central mexican highlands to test their ability to recruit parasitic wasps under field conditions. the plants were artificially infested with neonate larvae of the fall armyworm spodoptera frugiperda, and two of its main endoparasitoids, campoletis sonorensis and cotesia marginiventris, were released in the plots. volatiles were collected from equally treated reference plants in the neighbourhood of the experimental field. the cumulative amount of 36 quantified volatile compounds determined for each line was in good accordance with findings from the laboratory; there was an almost 15-fold difference in total emission between the two extreme lines. we found significant differences among the lines with respect to the numbers of armyworms recovered from the plants, their average weight gain and parasitism rates. average weight of the caterpillars was negatively correlated with the average total amount of volatiles released by the six inbred lines. however, neither total volatile emission nor any specific single compound within the blend could explain the differential parasitism rates among the lines, with the possible exception of (e)-2-hexenal for campoletis sonorensis and methyl salicylate for cotesia marginiventris. herbivore-induced plant volatiles and/or correlates thereof contribute to reducing insect damage of maize plants through direct plant defence and enhanced attraction of parasitoids, alleged indirect defence. the potential to exploit these volatiles for pest control deserves to be further evaluated. 
"
881,"influence of serum leptin levels on future overweight risk in korean children. background and aims: leptin is an important regulator of energy metabolism. it is considered to be positively related to body adiposity and metabolic disorders in obese adults and children. the purpose of this study was to evaluate the relationship between baseline circulating leptin, insulin and adiponectin levels and future overweight and metabolic risks in a paediatric population-based cohort. 
 methods and results: first-grade students, who entered elementary school at age 7 years in gwacheon, a korean city, were enrolled in this cohort study, and followed from 1st grade to 5th grade. annual physical examinations from 2005 to 2009 were performed. in 2006, the levels of serum glucose, insulin, leptin and adiponectin and lipid profiles were examined. in 2008, the above parameters, except for adiponectin, were measured again in 381 children (202 boys and 179 girls) who participated. in 2006, 10.2% of the children were overweight (body mass index (bmi) &gt;= 85th percentile), and after 2 years, an additional 3% became overweight. compared with insulin and adiponectin, leptin was most highly associated with current and future bmi, and percent body fat. boys in the highest tertile for initial leptin (t3) showed the highest prevalence of overweight and metabolic risk scores among three leptin tertile groups. girls showed the same trends as boys. high initial leptin levels could be predictive of greater future bmi and metabolic risk score (p &lt; 0.001). 
 conclusion: these results suggest that elevated serum leptin concentrations among the childhood population could be a marker for future bmi and metabolic disorders. (c) 2010 elsevier b.v. all rights reserved. 
"
882,"studies on synthesis of novel low molecular weight anthraquinone disperse dyes and their application on polyester and nylon. a series of novel disperse dyes has been prepared by subsequent reaction of 2-(2'-anthraquinonylamino-3'-hydroxy)-4-anilino-6-chloro-s-triazine with various amines. all the disperse dyes were characterized by their percentage yield, melting point, nitrogen elemental analysis, infrared spectrum, h-1 nmr data and dyeing performance on polyester and nylon fabrics. the percentage dye bath exhaustion on both the fabrics was found to be reasonably good and the dyed fabrics showed fair to good fastness to light and very good to excellent fastness to washing and rubbing. 
"
883,"further evidence of pigmentation change in white sharks, carcharodon carcharias. patterns of pigmentation are widely used for the identification of white sharks, with photographic databases often forming the basis for studies of population modelling, site fidelity and movement patterns. the permanence of these identifying markings is assumed to remain constant. here, we present evidence of melanism resulting in a change in the shape and size of pigmentation markings on the lower caudal lobe of a female white shark. we found a 33% reduction in size of an islet over a 9-month period. the newly melanised region was 10% darker than the adjoining pigmented areas, and did not match the original pattern. possible causes of the observed melanism are presented, and the implications for the reliability of using caudal-fin pigmentation patterns for identification purposes are discussed, with a combinational matching approach recommended. 
"
884,"single-neuron responses in the human nucleus accumbens during a financial decision-making task. linking values to actions and evaluating expectations relative to outcomes are both central to reinforcement learningandarethoughtto underlie financial decision-making. however, neurophysiology studies of these processes in humans remain limited. here, we recorded the activity of single human nucleus accumbens neurons while subjects performed a gambling task. we show that the nucleus accumbens encodes two signals related to subject behavior. first, we find that under relatively predictable conditions, single neuronal activity predicts future financial decisions on a trial-by-trial basis. interestingly, we show that this activity continues to predict decisions even under conditions of uncertainty (e. g., when the probability of winning or losing is 50/50 and no particular financial choice predicts a rewarding outcome). furthermore, we find that this activity occurs, on average, 2 s before the subjects physically manifest their decision. second, we find that the nucleus accumbens encodes the difference between expectedandrealized outcomes, consistent with a prediction error signal. we show this activity occurs immediately after the subject has realized the outcome of the trial and is present on both the individual and population neuron levels. these results provide human single neuronal evidence that the nucleus accumbens is integral in making financial decisions. 
"
885,"biliary strictures after orthotopic liver transplantation: long-term results of percutaneous treatment in patients with nonfeasible endoscopic therapy. purpose. the aim of this study was to evaluate our experience with percutaneous treatment of biliary strictures after orthotopic liver transplantation in adult patients without the endoscopic access possibility and to evaluate the technical outcomes and long-term clinical results of this treatment. 
 materials and methods. thirty percutaneous procedures were performed in adult liver transplant recipients (13 men, 17 women, mean age 46.4 years) in our institution between 1996 and 2010. patients were treated with balloon dilatation and biliary duct drainage due to anastomotic stenosis (n = 20), nonanastomotic stenosis (n = 7), or due to stenosis caused by lymphoproliferation (n = 3). the percutaneous procedure was the first line of treatment due to hepaticojejunoanastomosis (n = 18) or after unsuccessful endoscopic therapy (n = 12). 
 results. technical success was achieved in 27 patients (90%). the remaining three patients only achieved external drainage with subsequent surgery. there were two complications (6.3%). long-term clinical success, defined as the absence of clinical, laboratory, or sonographic signs of stricture recurrence was achieved in 22 patients (73.3%) for a mean follow-up of 5.8 years. 
 conclusion. percutaneous treatment-balloon dilatation and biliary duct drainage-is a first-line option to manage biliary duct strictures in liver recipient, when endoscopic treatment is not possible or unsuccessful. it has a high technical success rate and low complication rate with favorable long-term results. 
"
887,"multi-echo acquisition. the rapid development of fmri was paralleled early on by the adaptation of mr spectroscopic imaging (mrsi) methods to quantify water relaxation changes during brain activation. this review describes the evolution of multi-echo acquisition from high-speed mrsi to multi-echo epi and beyond. it highlights milestones in the development of multi-echo acquisition methods, such as the discovery of considerable gains in fmri sensitivity when combining echo images, advances in quantification of the bold effect using analytical biophysical modeling and interleaved multi-region shimming. the review conveys the insight gained from combining fmri and mrsi methods and concludes with recent trends in ultra-fast fmri, which will significantly increase temporal resolution of multi-echo acquisition. (c) 2011 elsevier inc. all rights reserved. 
"
888,"nmd: a multifaceted response to premature translational termination. although most mrna molecules derived from protein-coding genes are destined to be translated into functional polypeptides, some are eliminated by cellular quality control pathways that collectively perform the task of mrna surveillance. in the nonsense-mediated decay (nmd) pathway premature translation termination promotes the recruitment of a set of factors that destabilize a targeted mrna. the same factors also seem to have key roles in repressing the translation of the mrna, dissociating its terminating ribosome and messenger ribonucleoproteins (mrnps), promoting the degradation of its truncated polypeptide product and possibly even feeding back to the site of transcription to interfere with splicing of the primary transcript. 
"
889,"new approaches for studying the chemical diversity of natural resources and the bioactivity of their constituents. natural products (nps) have historically been an important source of lead molecules in drug discovery. however, the interest that the pharmaceutical industry has had in nps has declined in part because of the lack of compatibility of traditional natural-product extract libraries with high-throughput screenings and the low hit rate. furthermore, in contrast to the synthetic libraries, compounds from natural sources are likely to have complex structures which slow down the identification process and contribute to problems related to supply and manufacturing. in this paper, we summarise some of the strategies that are being developed in our research unit to address these issues. on one hand, differential screening strategies were established with the aim of identifying dynamically induced nps from silent biosynthetic pathways in plants and fungi that had been exposed to different stress situations. on the other hand, high-resolution hplc techniques were optimised for biological and chemical profiling of crude extracts. this led to an integrated platform for rapid and efficient identification of new drug-leads and biomarkers of interest that were based on miniaturised technological approaches and metabolomics. 
"
890,"nutritional reduction of protein and usage of enzyme in the diet of light layers. the objective of this study was to evaluate the reduction of protein, the formulation of diets and supplementation of an enzyme complex for laying hens. the layers were distributed in a completely randomized 2 x 2 x 2 factorial arrangement, with two levels of crude protein reduction (0.0 and 4.0 g/kg), two kinds of diet formulation (without and with reformulation, considering 75 kcal of metabolizable energy) and two enzyme supplementations (without and with enzyme complex supplementation), totalizing 8 treatments of 8 layers each, with 7 replications, in a total of 448 laying hens at 30 weeks of age. after data analysis, it was found that the enzyme complex supplementation in the diet of layers improves performance, promotes a similar egg quality and improves the bone and intestinal health of the layers. 
"
891,"a plasmonic staircase nano-antenna device with strong electric field enhancement for surface enhanced raman scattering (sers) applications. in this paper, a staircase plasmonic nano-antenna device is analysed both theoretically and experimentally. the tapered nano-antenna cavity with a grating leads to electric field enhancement factor (ef) as high as 31 close to 830 nm. the integration of a metallic grating aids the coupling of light coming from the vertical direction to the nano-antenna, increasing the electric field in the nano-antenna by a factor of 3. the smallest air gap width between the metallic regions of the fabricated nano-antenna is about 35 nm, fabricated using focused ion beam system. the small air gaps in the nano-antennas can generate very high intensity electric fields which can be used in applications in biological sensing and imaging, nanoparticle manipulations and enhancement of nonlinear effects. in this paper, to experimentally demonstrate that with the integration of a well designed grating and reflectors, the resonance inside the nano-antenna cavity is increased significantly, we exploit one application of this device: the enhancement of surface enhanced raman scattering (sers). the present structure can lead to sers efs above 1 million. 
"
892,"analysis of field-emission from a diamond-metal-vacuum triple junction. a quantitative electron tunneling model is constructed to calculate the electron emission from a diamond-metal-vacuum triple junction, including the effects of the field enhancement at the interface of the triple junction, the reduction on the barrier height and the negative electron affinity on the diamond surface. the difference between the emission processes with and without light exposure is also investigated. (c) 2012 american institute of physics. [http://dx.doi.org/10.1063/1.4752712] 
"
893,"crohn's disease and genetic hitchhiking at ibd5. inflammatory bowel disease 5 (ibd5) is a 250 kb haplotype on chromosome 5 that is associated with an increased risk of crohn's disease in europeans. the octn1 gene is centrally located on ibd5 and encodes a transporter of the antioxidant ergothioneine (et). the 503f variant of octn1 is strongly associated with ibd5 and is a gain-of-function mutation that increases absorption of et. although 503f has been implicated as the variant potentially responsible for crohn's disease susceptibility at ibd5, there is little evidence beyond statistical association to support its role in disease causation. we hypothesize that 503f is a recent adaptation in europeans that swept to relatively high frequency and that disease association at ibd5 results not from 503f itself, but from one or more nearby hitchhiking variants, in the genes irf1 or il5. to test for evidence of recent positive selection on the 503f allele, we employed the ihs statistic, which was significant in the european ceu hapmap population (p = 0.0007) and european human genome diversity panel populations (p &lt; 0.01). to evaluate the hypothesis of disease-variant hitchhiking, we performed haplotype association tests on high-density microarray data in a sample of 1,868 crohn's disease cases and 5,550 controls. we found that 503f haplotypes with recombination breakpoints between octn1 and irf1 or il5 were not associated with disease (odds ratio [or]: 1.05, p = 0.21). in contrast, we observed strong disease association for 503f haplotypes with no recombination between these three genes (or: 1.24, p = 2.6 x 10(-8)), as expected if the sweeping haplotype harbored one or more disease-causing mutations in irf1 or il5. to further evaluate these disease-gene candidates, we obtained expression data from lower gastrointestinal biopsies of healthy individuals and crohn's disease patients. we observed a 72% increase in gene expression of irf1 among crohn's disease patients (p = 0.0006) and no significant difference in expression of octn1. collectively, these data indicate that the 503f variant has increased in frequency due to recent positive selection and that disease-causing variants in linkage disequilibrium with 503f have hitchhiked to relatively high frequency, thus forming the ibd5 risk haplotype. finally, our association results and expression data support irf1 as a strong candidate for crohn's disease causation. 
"
